Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.50342701251323E-17,-0.999999999999998,-0.0249999999999999,0,0,0,12480,29122.6,-3.27915472553286E-12,3.08097279027046E-13,16642.6,2.04193819513566E-12,45760,0,0,0,0,0,0,package://site/meshes/base_link.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/base_link.STL,,地面-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
lawn_Link,-0.0384204887490791,0.220569526350704,0.000500000000001886,0,0,0,87.5895422431805,42.8153103888356,-1.96630622226641,1.02671684061343E-13,15.6564332031183,-9.99769577505731E-14,58.4717289936967,0,0,0,0,0,0,package://site/meshes/lawn_Link.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/lawn_Link.STL,,草坪-1,Origin_global,基准轴2,lawn,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
pole_Link1,0.0050483737485151,0.85212186621955,0.360273727667057,0,0,0,5.9640133711176,0.0797140218809393,1.79183008676291E-18,1.98717736303959E-18,0.0675793356543829,1.12009568081708E-17,0.0669612553965033,0,0,0,0,0,0,package://site/meshes/pole_Link1.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/pole_Link1.STL,,信号架-十字-1,Origin_global,基准轴2,pole1,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
camera_Link11,0.0307635709579976,-0.0274136591104939,-0.0167705976895401,0,0,0,1.77598462574086,0.0019013452339937,6.27451277672376E-08,-8.8193098364701E-08,0.000950476319815439,-0.000107805199322781,0.00234503256573099,0,0,0,0,0,0,package://site/meshes/camera_Link11.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/camera_Link11.STL,,相机组件-15/摄像头-新-2;相机组件-15/摄像头前背壳-2-1;相机组件-15/摄像头背壳-2-1;相机组件-15/相机插槽座-3;相机组件-15/USB转接头-2;相机组件-15/灯罩-1,Origin_camera112,基准轴2,camera11,fixed,-0.019527769717317,0.595614443292134,0.410136782529668,1.5707963267949,0,0,pole_Link1,0,0,0,,,,,,,,,,,,
camera_Link12,0.0307635712074403,-0.0274136591104938,-0.0167705972319687,0,0,0,1.77598462574086,0.00190134523399631,6.27467312397459E-08,-8.81996976865989E-08,0.000950476319815436,-0.000107805199321848,0.00234503256572836,0,0,0,0,0,0,package://site/meshes/camera_Link12.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/camera_Link12.STL,,相机组件-16/摄像头-新-2;相机组件-16/摄像头前背壳-2-1;相机组件-16/摄像头背壳-2-1;相机组件-16/相机插槽座-3;相机组件-16/USB转接头-2;相机组件-16/灯罩-1,Origin_camera122,基准轴2,camera12,fixed,-0.250778662679961,0.8782681358628,0.409875858052343,1.5707963267949,0,-1.57079631192108,pole_Link1,0,0,0,,,,,,,,,,,,
camera_Link13,0.0307635713664925,-0.0274136586520812,-0.0167705976895403,0,0,0,1.77598462574086,0.00190134523399182,6.27592968154132E-08,-8.8191491942361E-08,0.000950476319817309,-0.000107805199324094,0.00234503256573099,0,0,0,0,0,0,package://site/meshes/camera_Link13.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/camera_Link13.STL,,相机组件-1/摄像头-新-2;相机组件-1/摄像头前背壳-2-1;相机组件-1/摄像头背壳-2-1;相机组件-1/相机插槽座-3;相机组件-1/USB转接头-2;相机组件-1/灯罩-1,Origin_camera132,基准轴2,camera13,fixed,0.270071884123368,0.81644810215518,0.408946163509027,1.5707963267949,0,1.5707963267949,pole_Link1,0,0,0,,,,,,,,,,,,
camera_Link14,0.0307635709579975,-0.0274136591104938,-0.0167705976895405,0,0,0,1.77598462574085,0.00190134523399369,6.2745127767262E-08,-8.81930983636368E-08,0.000950476319815437,-0.000107805199322781,0.00234503256573099,0,0,0,0,0,0,package://site/meshes/camera_Link14.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/camera_Link14.STL,,相机组件-2/摄像头-新-2;相机组件-2/摄像头前背壳-2-1;相机组件-2/摄像头背壳-2-1;相机组件-2/相机插槽座-3;相机组件-2/USB转接头-2;相机组件-2/灯罩-1,Origin_camera142,基准轴2,camera14,fixed,0.0418904837320191,1.11324339309997,0.408728514419427,1.5707963267949,0,-3.14159265358979,pole_Link1,0,0,0,,,,,,,,,,,,
RS_Lidar_16_Link_1,-0.716154162323716,0.2472,0.716154162323723,0,0,0,7393.55350963914,1437.34231642691,-2.07409247293512E-14,-615.194768531792,2396.20736896117,9.61658423116496E-14,1437.34231642692,0,0,0,0,0,0,package://site/meshes/RS_Lidar_16_Link_1.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/RS_Lidar_16_Link_1.STL,,激光雷达 RS-LiDAR-16-2,Origin_RS_Lidar_16_12,基准轴2,RS_Lidar_16_1,fixed,0.00504837374851497,0.852121866219549,0,1.5707963267949,0,-0.000663101981024701,pole_Link1,0,-1,0,,,,,,,,,,,,
CPU_Link1,-1.73472347597681E-18,0.023,0,0,0,0,6.05475000000001,0.00895144331250001,2.43547735810993E-35,-7.54192281543497E-19,0.017079440625,-6.17990250986743E-20,0.0102633058125,0,0,0,0,0,0,package://site/meshes/CPU_Link1.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/CPU_Link1.STL,,计算平台-2,Origin_CPU12,基准轴2,CPU1,fixed,0.0052464930768156,1.05996672932159,0.474696606002247,1.5707963267949,0,0,pole_Link1,0,0,0,,,,,,,,,,,,
pole_Link2,-1.66298552560336,-1.16558934125296,0.272855989302841,0,0,0,2.54130116480907,0.0216956936840439,-1.30597302510882E-10,1.44749478903001E-09,0.0498035616213382,1.58861262981338E-09,0.0317513462387992,0,0,0,0,0,0,package://site/meshes/pole_Link2.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/pole_Link2.STL,,信号架-2,Origin_global,基准轴2,pole2,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
camera_Link2,0.0307635709579974,-0.0274136591104937,-0.01677059768954,0,0,0,1.77598462574085,0.00190134523399368,6.27451277670337E-08,-8.81930983642569E-08,0.000950476319815426,-0.000107805199322781,0.00234503256573097,0,0,0,0,0,0,package://site/meshes/camera_Link2.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/camera_Link2.STL,,相机组件-14/摄像头-新-2;相机组件-14/摄像头前背壳-2-1;相机组件-14/摄像头背壳-2-1;相机组件-14/相机插槽座-3;相机组件-14/USB转接头-2;相机组件-14/灯罩-1,Origin_camerra22,基准轴2,camera2,fixed,-1.50419751649876,-1.18618229836556,0.428807359949273,1.5707963267949,0,0,pole_Link2,0,0,0,,,,,,,,,,,,
Radar_Link2,0.00168514324992186,0.0154191890257049,-2.61569096045022E-05,0,0,0,3.09545763589521,0.00233952324153942,6.43560712854059E-06,5.76780928332929E-06,0.00726270749670219,-1.06274664763526E-06,0.00541858260532214,0,0,0,0,0,0,package://site/meshes/Radar_Link2.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/Radar_Link2.STL,,毫米波雷达 ARS-408-21-2,Origin_Radar22,基准轴2,Radar2,fixed,-1.48204368460924,-1.1757576992523,0.505765128564767,0,0,-3.13286600732982,pole_Link2,0,0,0,,,,,,,,,,,,
CPU_Link2,0,0.023,0,0,0,0,6.05474999999999,0.00895144331249999,3.30342849429178E-19,3.63934576919076E-19,0.0170794406249999,-6.17990250986745E-20,0.0102633058125,0,0,0,0,0,0,package://site/meshes/CPU_Link2.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/CPU_Link2.STL,,计算平台-3,Origin_CPU22,基准轴2,CPU2,fixed,-1.2534216846062,-1.16708729216942,0.012167278074569,1.5707963267949,0,0,pole_Link2,0,0,0,,,,,,,,,,,,
pole_Link3,1.00398903567553,-0.239879473088964,0.22010421227609,0,0,0,2.00698309045887,0.0216511943934799,-2.64278402115253E-10,-6.46346631074938E-10,0.0214364747662529,1.2636653283561E-09,0.0033842830502478,0,0,0,0,0,0,package://site/meshes/pole_Link3.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/pole_Link3.STL,,信号架2-3,Origin_global,基准轴2,pole3,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
camera_Link3,-0.0300913512636355,0.029299700688026,0.00645298611657102,0,0,0,1.64469858951919,0.00188585020215577,6.2745127766702E-08,-8.81930983639084E-08,0.000935070732215509,-0.000107874310248532,0.00232048123379757,0,0,0,0,0,0,package://site/meshes/camera_Link3.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://site/meshes/camera_Link3.STL,,相机组件-13/灯罩-1;相机组件-13/摄像头背壳-2-1;相机组件-13/摄像头前背壳-2-1;相机组件-13/相机插槽座-3;相机组件-13/USB转接头-2,Origin_camera32,基准轴2,camera3,fixed,0.982240773967455,-0.259157650730365,0.361608111742948,1.5707963267949,0,3.14159265358979,pole_Link3,0,0,0,,,,,,,,,,,,
Radar_Link3,0.00168514324992231,0.0154191890257048,-2.61569096043912E-05,0,0,0,3.09545763589522,0.00233952324153942,6.43560712858864E-06,5.76780928332912E-06,0.00726270749670221,-1.06274664763534E-06,0.00541858260532216,0,0,0,0,0,0,package://site/meshes/Radar_Link3.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/Radar_Link3.STL,,毫米波雷达 ARS-408-21-1,Origin_Radar32,基准轴2,Radar3,fixed,1.00189979461188,-0.22928478435155,0.503482602285128,0,0,0,pole_Link3,0,0,0,,,,,,,,,,,,
CPU_Link3,-2.22044604925031E-16,0.023,0,0,0,0,6.05474999999999,0.00895144331249998,3.30342849429178E-19,1.53871056521315E-18,0.0170794406249999,5.71244006958292E-20,0.0102633058125,0,0,0,0,0,0,package://site/meshes/CPU_Link3.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/CPU_Link3.STL,,计算平台-1,Origin_CPU32,基准轴2,CPU3,fixed,1.21054201286997,-0.238453398504354,0.0151409820672447,1.5707963267949,0,0,pole_Link3,0,0,0,,,,,,,,,,,,
pole_Link4,0.00409695000869179,-0.998789396125567,0.03505660377359,0,0,0,0.690723723880237,0.00125872945270526,0.000102570169977189,7.72314519403506E-20,0.000579632374911888,3.17119952179066E-20,0.0010640617056055,0,0,0,0,0,0,package://site/meshes/pole_Link4.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/pole_Link4.STL,,360-1/信号架3-1,Origin_global,基准轴2,pole4,fixed,0,0,0,0,0,0,base_link,0,0,0,,,,,,,,,,,,
RS_Lidar_16_Link_4,-0.71615416232377,0.242073684561551,0.71615416232367,0,0,0,7393.55350963914,1437.342316427,-1.62663385664692E-14,-615.194768531791,2396.20736896117,9.07887156995953E-14,1437.34231642683,0,0,0,0,0,0,package://site/meshes/RS_Lidar_16_Link_4.STL,0.529411764705882,0.549019607843137,0.549019607843137,1,0,0,0,0,0,0,package://site/meshes/RS_Lidar_16_Link_4.STL,,360-1/激光雷达 RS-LiDAR-16-1,Origin_RS_Lidar_16_42,基准轴2,RS_Lidar_16_4,fixed,0,-1,0,1.5707963267949,0,0.146681097924481,pole_Link4,0,-1,0,,,,,,,,,,,,
