Wall time,Step,Value
1656495005.6504326,1,0.6601308584213257
1656495006.0169313,2,0.8298072814941406
1656495006.1364534,3,0.8885427713394165
1656495006.345822,4,0.918544590473175
1656495006.561099,5,0.9330010414123535
1656495006.7686558,6,0.9435819387435913
1656495006.9883704,7,0.9512604475021362
1656495007.202776,8,0.897805392742157
1656495007.6242304,10,0.9673444628715515
1656495007.8426862,11,0.9707564115524292
1656495008.0592334,12,0.9370237588882446
1656495008.5021293,14,0.9834598898887634
1656495008.7327251,15,0.9852094054222107
1656495008.9427907,16,0.9861062169075012
1656495009.1610546,17,0.9853756427764893
1656495009.37821,18,0.9891487956047058
1656495009.603076,19,0.9852171540260315
1656495009.8250313,20,0.9909411072731018
1656495010.0314887,21,0.9933203458786011
1656495010.2500942,22,0.9926859736442566
1656495010.4827638,23,0.972339391708374
1656495010.695671,24,0.9955805540084839
1656495011.137603,26,0.9804002046585083
1656495011.362309,27,0.9824841022491455
1656495011.587808,28,0.9799432158470154
1656495011.802495,29,0.9832221269607544
1656495012.016747,30,0.9838289022445679
1656495012.2337909,31,0.9976450204849243
1656495012.4521182,32,0.9971933960914612
1656495012.665678,33,0.9973786473274231
1656495012.8832505,34,0.994195818901062
1656495013.09294,35,0.9963569045066833
1656495013.3123717,36,0.9956686496734619
1656495013.5254169,37,0.99355149269104
1656495013.7421267,38,0.9946237206459045
1656495013.9601414,39,0.9907605051994324
1656495014.176882,40,0.9902873039245605
1656495014.389983,41,0.9909083843231201
1656495014.8143756,43,0.9900720119476318
1656495015.0327053,44,0.9950487613677979
1656495015.2631438,45,0.9903584718704224
1656495015.4799516,46,0.9930996298789978
1656495015.6918945,47,0.9890465140342712
1656495015.8970277,48,0.9914891719818115
1656495016.1139386,49,0.9950181245803833
1656495016.3296735,50,0.9934633374214172
1656495016.5457947,51,0.9955354332923889
1656495016.7643025,52,0.9938002824783325
1656495016.9843056,53,0.9925150275230408
1656495017.2003398,54,0.9929172992706299
1656495017.4193594,55,0.9942857027053833
1656495017.6331267,56,0.992600679397583
1656495018.0638216,58,0.9925384521484375
1656495018.2787805,59,0.9924687147140503
1656495018.7102938,61,0.9955434799194336
1656495018.925024,62,0.993475615978241
1656495019.1416743,63,0.9937248826026917
1656495019.3575802,64,0.9955634474754333
1656495019.8034835,66,0.9961502552032471
1656495020.0194497,67,0.9962285161018372
1656495020.2372935,68,0.9967252016067505
1656495020.4527392,69,0.9973414540290833
1656495020.6757154,70,0.9971468448638916
1656495020.8869429,71,0.9983830451965332
1656495021.1068163,72,0.9983024001121521
1656495021.3239613,73,0.998717188835144
1656495021.5369205,74,0.9941920042037964
1656495021.7567554,75,0.9940711855888367
1656495021.9727175,76,0.9938639402389526
1656495022.1870165,77,0.9940389394760132
1656495022.404564,78,0.9934165477752686
1656495022.6288426,79,0.9998536705970764
1656495022.8477683,80,0.9933794736862183
1656495023.0584197,81,0.9982172250747681
1656495023.275175,82,0.9930772185325623
1656495023.486434,83,0.9989133477210999
1656495023.699839,84,0.9977685809135437
1656495023.9113238,85,0.9927864074707031
1656495024.1247048,86,0.997492790222168
1656495024.3411753,87,0.9971579313278198
1656495024.5577486,88,0.9993269443511963
1656495024.7722073,89,0.9966402649879456
1656495024.9849646,90,0.9934576153755188
1656495025.2004437,91,0.9940091371536255
1656495025.6312423,93,0.9938557147979736
1656495025.8490927,94,0.9991524815559387
1656495026.0668979,95,0.994934618473053
1656495026.2786913,96,0.9994133710861206
1656495026.4942546,97,0.9949707388877869
1656495026.926944,99,0.9948762655258179
1656495027.1371584,100,0.9982428550720215
1656495027.352837,101,0.9978348612785339
1656495027.5934882,102,0.9990028738975525
1656495027.781907,103,0.9993622303009033
1656495027.994516,104,0.99957275390625
1656495028.2086148,105,0.9991469979286194
1656495028.421073,106,0.9974223375320435
1656495028.6335528,107,0.9993377923965454
1656495028.8387816,108,0.9985835552215576
1656495029.0490336,109,0.998895525932312
1656495029.260854,110,0.9959337711334229
1656495029.4728918,111,0.9996999502182007
1656495029.6819737,112,0.9984344840049744
1656495029.8933241,113,0.9987799525260925
1656495030.333556,115,0.9995699524879456
1656495030.5439403,116,0.9999300837516785
1656495030.7636402,117,0.9998469352722168
1656495030.9753098,118,0.9981012940406799
1656495031.1871054,119,0.9985950589179993
1656495031.3931355,120,0.9983965754508972
1656495031.6075327,121,0.9984592199325562
1656495031.8201263,122,0.9982598423957825
1656495032.0311866,123,0.9987065196037292
1656495032.261983,124,0.998776912689209
1656495032.6447537,125,0.9972254633903503
1656495032.8529022,126,0.998055100440979
1656495033.071745,127,0.9984707236289978
1656495033.28368,128,0.9984240531921387
1656495033.4941123,129,0.9979001879692078
1656495033.7034183,130,0.9979950785636902
1656495033.9148111,131,0.9974019527435303
1656495034.1278238,132,0.9978041648864746
1656495034.339906,133,0.9977988004684448
1656495034.7593913,135,0.998089075088501
1656495035.1934788,137,0.9976866841316223
1656495035.4032927,138,0.9976053833961487
1656495035.6156037,139,0.9974209666252136
1656495035.828957,140,0.9972493648529053
1656495036.057049,141,0.9974976181983948
1656495036.2697268,142,0.9975172281265259
1656495036.4860086,143,0.9983448386192322
1656495036.6976595,144,0.998332679271698
1656495036.9076009,145,0.99845951795578
1656495037.1202369,146,0.9974595308303833
1656495037.3518987,147,0.9989210367202759
1656495037.734827,148,0.9969871044158936
1656495037.952047,149,0.9998186826705933
1656495038.378073,151,0.9998729228973389
1656495038.8083448,153,0.9986879825592041
1656495039.0286667,154,0.9990198016166687
1656495039.250692,155,0.9985116720199585
1656495039.458722,156,0.9991124868392944
1656495039.6648412,157,0.9987678527832031
1656495039.8718286,158,0.9976024031639099
1656495040.085036,159,0.9983593225479126
1656495040.2921145,160,0.9980599880218506
1656495040.5037856,161,0.9979410767555237
1656495040.728977,162,0.9981929659843445
1656495041.0589225,163,0.9984363317489624
1656495041.2716358,164,0.9981479644775391
1656495041.4873793,165,0.9983168840408325
1656495041.688971,166,0.9982342720031738
1656495041.8952932,167,0.998186469078064
1656495042.3222241,169,0.9991881847381592
1656495042.5327523,170,0.9977800250053406
1656495042.7475183,171,0.9989641308784485
1656495042.9623797,172,0.9979797005653381
1656495043.1683645,173,0.9978917837142944
1656495043.3851762,174,0.9976171851158142
1656495043.5953932,175,0.9987852573394775
1656495043.8071136,176,0.997616708278656
1656495044.0223985,177,0.9988345503807068
1656495044.2402155,178,0.9991219639778137
1656495044.4496305,179,0.9999547004699707
1656495044.660707,180,0.9999648332595825
1656495044.8811657,181,0.999955415725708
1656495045.0952187,182,0.9997605085372925
1656495045.3026383,183,0.9998055696487427
1656495045.522882,184,0.999843180179596
1656495045.7375014,185,0.999552845954895
1656495045.949317,186,0.9970746040344238
1656495046.161598,187,0.9974091053009033
1656495046.7983932,190,0.9994299411773682
1656495047.0160987,191,0.9993765354156494
1656495047.230015,192,0.9993297457695007
1656495047.4417965,193,0.9993618130683899
1656495047.6556022,194,0.9970116019248962
1656495047.8707764,195,0.9991841912269592
1656495048.085394,196,0.9994804263114929
1656495048.5087137,198,0.9993334412574768
1656495048.7263079,199,0.9994790554046631
1656495048.9412088,200,0.9995800256729126
1656495049.1551163,201,0.9996352195739746
1656495049.5807495,203,0.9999314546585083
1656495049.7943726,204,0.999843180179596
1656495050.0070167,205,0.9999354481697083
1656495050.220068,206,0.9996165037155151
1656495050.4326365,207,0.9984132051467896
1656495050.6462932,208,0.9970726370811462
1656495050.8574536,209,0.9992138743400574
1656495051.0727112,210,0.9994522929191589
1656495051.2855525,211,0.9995521306991577
1656495051.4978397,212,0.9993763566017151
1656495051.710837,213,0.9994177222251892
1656495051.9238136,214,0.9995937943458557
1656495052.1320207,215,0.9995629191398621
1656495052.3442328,216,0.9995549321174622
1656495052.557611,217,0.9975149631500244
1656495052.985114,219,0.9995472431182861
1656495053.1974308,220,0.9993861317634583
1656495053.4107764,221,0.9994593858718872
1656495053.6176946,222,0.9994938373565674
1656495053.825599,223,0.9972919225692749
1656495054.046135,224,0.9973009824752808
1656495054.2649815,225,0.9992525577545166
1656495054.4708889,226,0.9992364645004272
1656495054.6871433,227,0.9971997141838074
1656495055.1122916,229,0.9989014267921448
1656495055.323098,230,0.9991323351860046
1656495055.528046,231,0.9991328716278076
1656495055.7415373,232,0.9989153742790222
1656495055.9561498,233,0.9992405772209167
1656495056.1649632,234,0.9992480874061584
1656495056.374489,235,0.999445378780365
1656495056.5844066,236,0.9993665218353271
1656495056.8053408,237,0.9990948438644409
1656495057.0171788,238,0.9990116357803345
1656495057.2360065,239,0.9991875886917114
1656495057.4501486,240,0.999147891998291
1656495057.8718488,242,0.9992070198059082
1656495058.085569,243,0.9995318055152893
1656495058.292855,244,0.9988071918487549
1656495058.5021095,245,0.9993326663970947
1656495058.712299,246,0.9994354248046875
1656495058.924289,247,0.9994412064552307
1656495059.1366963,248,0.9994872808456421
1656495059.3467262,249,0.9995256066322327
1656495059.559288,250,0.9996994733810425
1656495059.7742894,251,0.9991363883018494
1656495059.9890573,252,0.9986929893493652
1656495060.1969142,253,0.9995334148406982
1656495060.401703,254,0.9987487196922302
1656495060.6159513,255,0.9989848136901855
1656495060.8279848,256,0.998903214931488
1656495061.2525651,258,0.999472975730896
1656495061.4568968,259,0.999393880367279
1656495061.6738307,260,0.9994745254516602
1656495061.8829572,261,0.9996218681335449
1656495062.1019404,262,0.9996709227561951
1656495062.3117218,263,0.999865710735321
1656495062.517962,264,0.9989040493965149
1656495062.7335174,265,0.9987403154373169
1656495062.9459505,266,0.9978209733963013
1656495063.3642502,268,0.9992362260818481
1656495067.5956466,288,0.9996641278266907
1656495071.2113912,305,0.9992980360984802
1656495071.4188013,306,0.9977209568023682
1656495071.634397,307,0.9977360367774963
1656495072.056284,309,0.9975090622901917
1656495072.2614312,310,0.9976800680160522
1656495072.4756012,311,0.9995882511138916
1656495072.6857684,312,0.9991602301597595
1656495072.8991668,313,0.9995284080505371
1656495073.1148617,314,0.9997001886367798
1656495073.3308046,315,0.9996485114097595
1656495073.5447338,316,0.9997666478157043
1656495073.7569058,317,0.9996085166931152
1656495073.9876015,318,0.9981055855751038
1656495074.316272,319,0.998482882976532
1656495074.532181,320,0.998827338218689
1656495074.732827,321,0.9984992742538452
1656495074.9453518,322,0.9987643957138062
1656495075.1600196,323,0.9995455741882324
1656495075.3714314,324,0.9996194243431091
1656495075.587286,325,0.9981420040130615
1656495075.8028321,326,0.9982501864433289
1656495076.018314,327,0.9980993866920471
1656495076.2361782,328,0.9980931878089905
1656495076.6609979,330,0.9998065829277039
1656495076.8757498,331,0.9999883770942688
